narrative,product_5
"I received a Cashier 's check from XXXXXXXX XXXX  The check was counterfeit 5 days after the deposit, XXXX cleared but the rest did not clear. The bank is holding me a negative XXXX until I pay the balance. I can't access my funds that are being directly deposited monthly.",Bank Accounts and Services
Ed Financial has two different amounts listed on my credit report and have them both reported as open. One loan is XXXX and the other is XXXX. The updated their system and moved my loans over to their new system but reporting on my credit report as if I owe over XXXX in student loans. This is incorrect and affecting y credit report and score.,Loans
"My husband requested a balance transfer from his XXXXXXXX XXXX  Card to our Citibank Credit Card in the amount of {$4000.00} on XX/XX/XXXX. This was reflected in both credit card statements. Then a second balance transfer was made on XX/XX/XXXX for the same amount of {$4000.00}. I don't know how this happened but it was also reflected on both statements. It put his XXXX account over the credit limit and created a negative balance ( credit ) on the Citibank account. 

I wanted to fix this and asked both banks to help reverse the transaction. XXXX credited the {$200.00} fee for the second balance transfer on XX/XX/XXXX. Citibank posted a transaction on XX/XX/XXXX, "" REVERSE PAYMENT POSTED IN ERROR '' for {$4000.00}. The problem is they took it out of the Citibank account and did not send it back to XXXX or us. They just took the money. 

My husband has contacted Citibank 5 times without any results.",Credit Card Services
My credit reports are inaccurate. These inaccuracies are causing creditors to deny me credit. You have the duty to report accurate information about consumers. Please investigate these accounts and inquires and update these accounts accordingly to avoid future litigation.,Credit Reporting
"SHELLPOINT /NEWREZ mortgage services of this account states that they suspended payments too the loan to make payments to taxes and insurance because there weren't enough money in the escrow account to pay them in full.I reminded them that they had no authority according to the contract too pay my insurance or tax at any time if monies were not availability in lure of payment to the mortgage loan there by placing said loan in default and additionally adding late fees as well. I supplied the mortgage servicers documents supplied by the XXXX COUNTY Treasury 's office which states that the homeowner is totally responsible for paying property tax, I am convinced that that the mortgages servicers concocted this fraudulent scheme too defraud me of my home by what ever means possible, I add monies to my mortgage payments to be deposited in my escrow account each month but I am unable to pay my taxes or insurances in full but they set up payment plans to accommodate the homeowners my mortgager to date has failed to pay several months interest and principal payments as contracted too the mortgage as required and has charged me several months late fees the suspension of the the note payments and the charged late fees together totals {$10000.00} which are all part of their scam to defraud me of my home.",Loans
"Issue 1 : They force you to pay a donation of 15 % for a loan and if you dont offer to pay that much you pretty much wont get your loan funded.

Issue 2 : They hid the fact that donations are optional. There is a button to toggle off voluntary donations in settings, but they dont tell you that the button is there or how to use it. So for the first few loans I took out I had to pay this donation and didnt have a choice or know I had a choice to toggle it off. I probably lost {$200.00}. 
Issue 3 : This is definitely the biggest issue by far. Starting on XX/XX/24 out of nowhere, I started receiving an error that my debit card could no longer work on the site. There was no reason for this. At the time I had a loan out that was due on XX/XX/24. I was told that there was an update being done to the app which none of the users were notified about ahead of time and had no idea whats happening. Since XX/XX/24 everyone I try to re-add my debit card I get an error message. Today is XX/XX/24 so this has been going on for over a month. What seems fishy to me is that my loan seemed to pay back automatically with the same debit card on XX/XX/24 with no issues but yet Im still told my debit card cant be added and therefore I cant use the site to take out a new loan. Customer service is no help. You can only email or chat and they just keep giving a canned response that they are still working on the update and that every day more and more users are able to use the app. They can not give any kind of ETA on when things will be fixed or exactly what the problem is. What kind of app update takes more than a month. Something very fishy is going on with this company. And they are deceiving their consumers who have come to rely on this app for lending needs.",Loans
"On XX/XX/XXXX, I mailed a letter to Midland Credit Management requesting they stop contacting me regarding an alleged debt. The date of last alleged delinquency is XX/XX/XXXX in the amount of {$1900.00}. The letters were sent via certified mail ( XXXX and XXXX ) to Midland Credit Management XXXX XXXXXXXX XXXX XXXX XXXX XXXXXXXX XXXX XXXX XXXX, XXXX XXXX CA XXXX ( received by Midland on XX/XX/XXXX ) and XXXX XXXX XXXX, XXXX XXXX, CA XXXX XXXX received by Midland on XX/XX/XXXX ). Also attached is a letter from Midland dated XX/XX/XXXX. Midland continues to contact me after I have demanded that they no longer contact me.",Debt Collection
"I am filing this complaint against Bank of America about dispute/fraud claim number XXXX for a debit card purchase for {$2500.00} on business checking account XXXX The initial dispute for this claim was originally filed on XX/XX/XXXX, and closed on XX/XX/XXXX, not in my favor. 
Bank of Americas investigation team allowed me to believe the case was still open for weeks and subsequently learned that the investigation had been closed XXXX days later, even more troubling was I didnt even receive written correspondence, an email, or anything on the matter. 
The second dispute was initiated on XX/XX/XXXX, and closed on XX/XX/XXXX, also not in my favor. 
It was thoroughly documented that I was emphatic that this was not a charge I initiated or authorized and furthermore that I had absolutely, never ever done a transaction of this nature on my account. 
The only explanation that the Bank of America investigation team consistently gave was that I waited too long to report the claim ; however, ignoring their own policy and procedure ; which gives you a year to file a claim. 
Bank of America never takes these matters seriously unless they get legal or media attention, which is disturbing. There are countless consumers left with no resolution to serious issues because the leadership at Bank of America lacks care of any kind for customer service. 
A representative named XXXX called after my OCC complaint and said the bank takes these matters very seriously. Yet, he has not returned XXXX phone call or responded to any emails either!",Bank Accounts and Services
"I don't recall having a contractual relationship with this collection company. Please give proof that this account belongs on my credit report and that my rights have not been infringed upon ; otherwise, terminate this account immediately. In compliance to 15 U.S. Code 1692e ( 6 ) Debt collectors are legally obligated to adhere to 15 U.S. Code 1692e ( 6 ), which forbids them from providing false information or insinuating inaccuracies about the nature, amount, or legal standing of a debt. It is against the law to make deceptive statements or misrepresentations concerning the debt being pursued for collection.",Debt Collection
"In XXXX I was sent a postal letter from Verizon/Synchrony regarding a 'Pre-Approved "" credit card which would enable me to get a lower bill from Verizon. 

When I logged into the Verizon site there was a banner stating I was pre-approved for the card. I applied thru the Verizon site using the banner. 

I was denied. The reason was vague. I contacted both Verizon and Synchrony. No more explanation for the denial was given. but I was told to immediately reapply despite the rejection notice telling me not to reapply within 30 days. 

The reapply was denied. 

Verizon/Synchrony 's bait and switch offering a 'Pre-Approved "" card to lower my Verizon bill is fraud, The lack of complete explanation of why someone with over XXXX on their XXXX score would be denied is very strange. The lie about reapplying is also fraud. 

These actions by Verizon/Synchrony is unfair and deceptive.",Credit Card Services
"I changed insurance providers on XXXX for all XXXX of my policies i.e. auto, home, & umbrella. My accts were all in good standing. My policies were set up on auto draft and I never had any issues. I received a text from a collections agency in XX/XX/year> stating that I owed XXXX a balance. I called them and explained that I changed providers and they asked me to provide copies of my declaration pages. Copies of all XXXX declaration pages were uploaded on their portal. On XXXX I received another text from a collection agency. I called them and the representative told me that I no longer owe on my home & umbrella policies, and that XXXX did an adjustment and I still owe on my auto. However, the rep was unable to explain how or why I still owe on the auto and not the other policies after I submitted copies of my declaration pages. It didn't make sense. So she suggested that I call XXXX. I called XXXX at XXXX and explained my reason for calling and the rep told me to send a copy of my auto declaration page to email address, XXXX, to show proof that I changed providers and had coverage before my payment due date on the XXXX. After sending my auto declaration pages, I followed up with a call to XXXX and was told that they were unable to update their system showing that I changed providers due to systematic reasons. So by not updating their system, it falsely appears as if I owe them for 1 month of coverage ( XXXX ), when I was covered by XXXX XXXX insurance as of XXXX per my declaration pages. So XXXX is falsely reporting that I owe them. They are trying to make me pay for double coverage",Debt Collection
"My husband used bill pay to pay our bills. He meant to click on a XXXX  card payment but clicked on CITIBANK instead. He paid {$1000.00} to an OLD CITIBANK account with last four digits are XXXX, instead of paying XXXX bank. We went to our bank they tried to help but CITIBANK says they need last 5 digits on card. We dont even have the card anymore all we have are old bills from XXXX which has last 4 digits. When we call CITIBANK they say they dont see an account with last 4 digits XXXX which was connected to that bill pay. The payment was CASHED BY CITIBANK ON XX/XX/XXXX. So they CASHED it NOT having any record of this older account. We do have bank copy of it being cashed and CITIBANK just keeps giving us the run around! Its over {$1000.00} and no one will help us!",Credit Card Services
"I've been trying to fix my credit reporting since last year by sending legal documents to the credit bureau and yet they keep on invalidating my claim and even invalidating what the FTC instruction was telling me to do. I know my right to have an accurate reporting in compliance to FCRA. There are fraudulent accounts in my profile that i want to remove as soon as possible. they are hurting my report as these are under the negative items which have late payment remarks. it's been months fighting for my right. Kindly remove the following as soon as possible. 

XXXXXXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX",Debt Collection
"Hello CFPB, I would like to know why banks that send you credit cards don't disclose how one can close their credit card account as easily as they open it. So banks send to the consumers letters with offers to sign up for a credit card. But they never tell consumers how to close an account. 
Why they don't have available a button under every card account to let the users close the account when the balance is XXXX XXXX",Credit Card Services
"In accordance with the Fair Credit Reporting act. The List of accounts below has violated my federally protected consumer rights to privacy and confidentiality under 15 USC 1681. XXXX XXXX XXXX # XXXX, XXXX XXXX XXXX # XXXX, XXXX XXXX XXXX # XXXX, XXXX XXXX XXXX # XXXX, XXXX XXXX XXXX # XXXXXXXX XXXX XXXX XXXX # XXXX has violated my rights. 15 U.S.C. 1681s-2 ( A ) ( 1 ) A person shall not furnish any information relating to a consumer to any consumer reporting agency if the person knows or has reasonable cause to believe that the information is inaccurate. 15 U.S.C 1681 section 602 A. States I have the right to privacy. 15 U.S.C 1681 section 602 A Section2. It also states a consumer reporting agency can not furnish a account without my written instructions. 15 U.S.C 1681c. ( a ) ( 5 ) Section States : no consumer reporting agency may make any consumer report containing any of the following items of information, other than records of convictions of crimes which antedates the report by more than seven years. 15 U.S.C s-2 ( A ) ( 1 ) A person shall not furnish any information relating to a consumer reporting agency if the person know or has reasonable cause to believe that the information is inaccurate.",Credit Reporting
"I received XXXX emails from Chime on XX/XX/year> saying I had just opened a new account and a card was on its way. I did not open this account. I called and asked when it was opened and what personal information was used, and all they could tell me was that they had my email on file and the account was opened online. They wouldn't tell me if they had my SSN on file. They closed the account and advised me to report it to the credit reporting agencies. I had my SSN stolen a few years ago and already have a freeze on new accounts with the credit reporting agencies so I don't know how this happened.",Credit Card Services
"The XXXX XXXX made pervasive and widespread substantial misrepresentations that borrowers relied on to their detriment. This conduct affected students who enrolled at the XXXX XXXX from XXXX XXXX, XXXX through XXXX XXXX, XXXX, when the campuses were sold to XXXX XXXX XXXX XXXX, XXXX. These misrepresentations related to the salaries and employment rates for its graduates and the benefits and connections The XXXX XXXX provided to students and graduates. Because of the pervasive and widespread nature of the misconduct by The XXXX XXXX, ED has determined that it is appropriate to discharge the loans made to all students who attended The XXXX XXXX during the time period described above",Loans
"Applied for a personal line of credit with this company approximately two years ago. Was approved and used the service without issue until XXXX of XXXX when I received an email stating : "" Dear XXXX, Were so sorry to let you know that due to circumstances beyond our control we will no longer be able to make new credit card payments from your XXXX line of credit, effective immediately. 

XXXX lines of credit are funded in many different ways. In order to help our members save money in interest charges, we borrow money in bulk so that we can pass these better rates directly to our members. Unfortunately, the investor that funded your account has informed XXXX they will no longer provide funding for any accounts, despite XXXX efforts to reach a different outcome. 

XXXX will continue to service and support your account, but there will be no future credit card payments made on your behalf. 

XXXX assured that this action is not a reflection of your standing or activity with us. We thank you for using our service and partnering with XXXX in your financial journey. '' Decided that since the company was no longer honoring its side of our deal, I would be better off paying off the loan in full and cutting ties. When the loan was taken out in XX/XX/XXXX, and again in XXXX, I was charged an exorbitant {$300.00} fee IN ADDITION to the interest charges. I do not recall this fee being disclosed prior to agreeing to the personal loan. Emailed the company for clarification regarding this fee and was informed it would again be charged in XX/XX/XXXX, even though the company is no longer offering the service it had agreed to provide. 

I offered to pay off the loan in full, multiple times, if this exorbitant fee is removed from my balance ( for XXXX and XXXX ). The company will not agree to this offer. According to my calculations, I have paid {$2700.00} in fees and interest, for a {$6000.00} personal line of credit ( that I can no longer draw from since XX/XX/XXXX ) in just XXXX short years. That's nearly 50 %. Even if the company removes the {$600.00} from my balance, and I pay off my account in full, that's still 30+ %. MORE than fair. 

To XXXX : I can assure you you will not get any more payments from me, willingly. You will have to ruin my credit and take me to court, which I will happily fight ( very publicly ), before I send another cent. Even if you somehow get a judgement against me, I will keep fighting it until it's vacated. Wouldn't it just be easier to take my payoff offer?!?",Loans
SEE ATTTACHED DOCUMENTS,Debt Collection
"I have a credit card with Citi Bank that I opened in XXXX of XXXX. I have been using this card, and paying on it regularly. I recently called to open a checking account. Through the process, they were unable to locate any accounts with them using my social security number. Through other verification methods, they were able to locate my credit card account. I was transferred to the credit card department to see why my ssn was not pulling that account. They confirmed, my ssn was not info that would verify this, and transferred me to the fraud department. They also confirmed this. I was advised that there was a ssn attached but was not what I provided. I asked if it appeared that there was a typo, or off by a digit. The rep advised no, that the ssn was completely different, and no way could be a typo. Now I have to go through a process to verify my identity with them. The concern is that somehow, someone elses ssn is on my credit card. As I began to ask questions as to how this could happen, they basically shut down, and told me I need to complete the identity verification. This needs to be officially investigated to determine how this happened, the misuse of sensitive information, how many other accounts are affected, and appropriate penalties and consumer disclosure of this breach has occurred.",Credit Card Services
"I believe the account is invalid. Westlake Financial ACCOUNT needs to verify under oath that this claim is valid, free from any claims and defenses including but not limited to any breach of agreement, failure of consideration, or material alterations, and that the original lender provided value. Further, the alleged account was transferred in good faith and with the consent of all parties involved. If they are unable to provide under oath the previously listed item then I require the account to be removed from my credit & their records. WESTLAKE FIN XXXX.",Credit Card Services
I had some transaction issues with XXXX XXXX where I belive that I got accused for fraud for money that got sent to me from another cash app account. On XX/XX/year> my bank CHASE wich was my main bank provider informed me by taking {$600.00} dollars from my account. When I called CHASE to figure out what the issue was they informed me that my account was under investigation due to delinquent fraud. At the moment I couldn't prove to CHASE or XXXX XXXX that i was innocent about the whole mix up.Until last week I came in contact with the other party that was associated with XXXX XXXX account that sent me money that was in question from both bank providers. I have proof that I wasn't the person that got sentenced on the charges of the money that XXXX XXXX took from my CHASE account.,Bank Accounts and Services
"XXXX XXXX XXXX Is reporting to XXXX, XXXX, XXXX 2 Different accounts one for {$4300.00} and {$3900.00}. I have sent dispute letters to the company, nothing has been resolved, I am 100 % sure they have the incorrect social security number and this is illegal to report false and Inaccurate information Date opened, XX/XX/XXXX and Date opened XX/XX/XXXX XXXX",Debt Collection
"I have received repeated calls and messages from Amsher Collection Services claiming that I have a delinquent Charter Communication bill. I have never lived at the address where they claim the service was installed nor have I ever had Charter Communication. I believe this is fraud and not my account. The collection company is demanding that I complete fraud documentation on their website I have, and they still continue to harass me about a bill I am not aware of nor requested service from Charter Communications. Again, they will not provide a signed contract, Social Security verification, or proof of the account. 

Please help me to get this company to leave me alone",Debt Collection
"On XX/XX/year> LoanCare LLC received two checks, a written notice, and a payment coupon, specifying that XXXX check was the monthly payment due on XX/XX/year> and the other check was a "" prepayment '' or extra payment towards the principal balance in accordance with the signed loan agreement. On XX/XX/year> LoanCare LLC processed the payments incorrectly, debiting the monthly payment check from our account but not applying it to our loan account at all. The second check, for the prepayment, was incorrectly applied to the XX/XX/XXXX, XX/XX/XXXX, and XX/XX/year> payments. Written notice of the misapplied payment and missing payment are being sent directly to LoanCare LLC in addition to this complaint. 

This comes after LoanCare LLC mishandled a prepayment in XX/XX/year>, which was subsequently corrected after written notice was provided. 

This also comes after LoanCare LLC failed to provide escrow documents in accordance with the signed loan agreement and federal regulatory requirements. LoanCare LLC provided a monthly statement which did not reflect a line item for escrow, however, their website reflected a higher amount due than was on the statement. The higher amount on the website included escrow and when I called to inquire about the discrepancy I was told we only needed to pay the statement amount. When we paid the higher amount, to be safe, the additional amount was applied to escrow instead of as a prepayment towards the principal balance. Written notice of this issue was received by LoanCare LLC and instead of applying the escrow balance to the principal as requested, LoanCare LLC removed escrow ( this was requested ) from our account and sent a refund check for the escrow balance.

There is a pattern of disregard by LoanCare LLC to the signed loan agreement which would result in significant financial gain for their company and costing us thousands in additional interest. Is this because it is a VA loan, or because this is how LoanCare LLC conducts business as general practice?",Loans
"I am being "" re-tiered '' by Citibank from Citi priority to not a priority. This means that I have new fees to pay for my existing service. 

When I originally opened my Citibank accounts, my tier was Citigold based on my mortgage being counted in the banking relationship. After I set up numerous accounts to manage my bills, savings accounts and XXXX checking accounts, they unilaterally changed the criteria and no longer will honor the original agreement. I have direct deposits set up with the account, multiple accounts with my XXXX and XXXX on them, not to mention decades of familiarity with their system based making it very difficult to change banks. For example, I need to go to the bank with each of my XXXX XXXX and my XXXX sepearatly to change the acounts. I need to get my wife 's employer to change the direct deposit. It is a major hassle designed to keep me from switching banks and paying new fees. 

Citibank should have to abide by their original agreement.",Bank Accounts and Services
"I was unemployed through no fault of my own for more than a year and have received no response, claim information is inadequate in a hospital, and the boss 's heart is now dead. I have felt aloneand intimidated especially this yr.as the bank behind cc synchrony said they were herassing me to settle, broke and enemployed me because they can not sewe insurance on their card for me but unfortunately forthem paypal honored 7 payment 3 then kicked it out making my ill self deal withwhy again refile? They said i need to file it as workmans compas just out of rehab from totalled vehicle.REP said it would solve it.they paid 3 or 4 more payment .While this year i noticed the XXXX jump to XXXX the same weak synchrony called one more day woulda been herassment12 consecutive i assume someone was tacking on owed money soi filed a fraud claim to stop the process over the phone they said no proof of insurance to show proof and to show proof i had insurance and theyll clear it up but as you'll see below, no matter how many times i fill and get it signed they send this same letter.Saying if i can show i was in XXXX after my birthday month, what do you know thats my point while im working on that the total increase the calls and denial its covered, doesn't matter now credit and life is so messed up meanwhile i call paypal to force an answer as to why am i blocked from accessing acct to work on well.20 months ago they allowed XXXX to deduct 60 dollars more than card limit, opened an acct and never sent one email or letter pertaining to it instead truly screwed me all this happened this yr paypal and synchrony providing no remedy for insurance MOST eligable if ever.UNEMPLOYED as i type.half this time novehicle to get to jobs.Had noclew i was to borrow money for certified mail and my mental is not capable of these games and neglect bare minimum.JUST sent synchrony proof of hospitalization and insurance.paypal not notifying of a 60 acct being theirreason to blackball and how synchrony is saying never had insurance security protection up to 10k.what they call it.THis caused my savings to be overdrafted ruining that acct/relationship as i was helpless and never authorized it.my bank didnt allow their withdrawl and they left it in an acct and never said a word until somebody finally located the problem and now the rush to pretend that doesn't matter and synchrony charged off and ignored the insurance vanishing both companies probably protected arbitration this isnt small everything has been mishandled now my nightmare.WE are gon na need phone recordings to hear their responce once theyrealized the reason for my negative credit issues, HONORING MY INSURANCE.neglect and intimidation bad records both didfferent pages not getting updates that they paid seven months of it.this my desperate plea for last minute help as i can not sue.peopleare just learning about cfpb and our rights.Synchrony recently argued me down on how with one individual that they dont have insurance and its notr for incapacitated humans or tragety.The next call thelady asked if i could show proof of insurance shocked that I was serious, their deptments messed up and not communicating withpaypal is wrong alsobecause paypal offered the security coveragebut sychrony is the one not investigating my life to easily show im exactly the perfect claimer MY LIFE IS tough. HOWmuch did the breach effect all this? didnt help lets hope they honor the claim there.ps i have scanning issues but i have letters saying from syncrony stating what theyll cover up to 10 k letters after letters but i cant type anymore they messed uptheres proof, imagine not having resources or their word of fullfilling my obligations i have whatevers needed copies even of what isent that they just kept resending a packet like i never did what they asked they said show proof i was injured and in a rehabilitation center along with being unemployed.Theres paperweorkgalore they failed.u got me afraid to send this without giving you my entire computer.Why are they saying my file shows no safety protection insurance shocked and aslked for proof sessions timing out but they paid 3 months sent packet,4 months sent packet see credit report as proof.Also no matter what they send packet groundhog packet insurance scheme.i have everyadmission and you have the calls to get but ... timed out cant share file scans",Credit Card Services
"I am a co-trustee on a nominee trust for my father 's property. My father obtained a reverse mortgage from XXXX XXXX XXXX without me signing off on it as a co-trustee. I wouldn't have signed off. It was transferred to XXXX XXXX and then PHH Mortgage. My father had XXXX for the past XXXX months of his life. I had a power of attorney which PHH mortgage refused to recognize. My father passed away on XX/XX/2024. I sent them a letter of representation and have contacted them no less than XXXX times to attempt to get payoff information and dispute various fees which they kept adding to the mortgage after my father passed away. I am trying to sell the property. They still refuse to speak with me. I have sent them a letter of representation, death certificate, will, XXXX XXXX, and an inter vivos trust. The documentation is attached. I have never dealt with a company that engages in bad faith to this extent.",Loans
"There was an issue with the bank in 2020 and the credit card wells fargo where the bank was from what i understand short staffed and ended up having a problem with a deposit, meantime the wells fargo payment got messed up, with short funds. i worked out hte issue with td bank but wells fargo refuses to remove this one 30 day late issue. 

trying to get in touch with people is very time consuming and seems no one ca fix this. my credit otherwise is prestine. no lates on any other accounts.",Credit Card Services
"On XX/XX/XXXX, I noticed there were 18 withdrawals from my account which I did not make. Citibank texted me asking me if I made one withdrawal not 18 and they let this go on for four hours during the night. I contacted them and told him I did not make these patrols, they investigated and they said I did you can see I didnt because the phone number in California where I am in New York and my credit card never left my possession",Bank Accounts and Services
"I formally request the removal of an inaccurate account from my credit report, as I did not provide consent for its creation or usage, and I have enclosed the necessary documents to support this claim.",Debt Collection
"I worked at U.S. Bank and opened a checking account with them. I left in XXXX of 2022. 
I contacted them on XX/XX/2022 to have the account closed and was notified that I was {$73.00} overdrawn and I needed to transfer the {$73.00} to the account to close it. I transferred the funds and was notified the account was closed. I recently tried to open an account at XXXX XXXX XXXX XXXX and was turned down due to negative reporting from XXXX. U.S. Bank reported a charge off to XXXX in the amount of {$420.00}. U.S. Bank DID NOT CLOSE MY ACCOUNT UNTIL XX/XX/XXXX of 2022, more than XXXX months after they told me it was closed. So ... during that period they allowed a charge to go through and NEVER informed me of the charge. I worked in that branch, they had monthly contests regarding opened and closed accounts, they kept it open to help with their standings. I asked them to remove the Charge Off, they refused.",Bank Accounts and Services
"I have NO statements for XXXX and XX/XX/2024. And Ally has still NOT closed my account and transferred my IRA funds to XXXX after over a year of trying and filling out Ally 's forms and submitting them to Ally. Are you going to do anything about this???????? Here 's my XX/XX/2024 complaint again ..... 


This is the Complaint I filed again in XX/XX/2024. NO statements were mailed to me bc I can not access my statements on line bc of Ally 's system. You closed my Complaint BEFORE I received a statement on a closed account and I still have not received a statement on my IRA account which has over {$500000.00} in it. What is wrong with this government agency?????? Do you do anything to protect consumers????? Hit ally with a XXXX XXXX dollar fine and then maybe they will respond. Ally is laughing at you. In addition I want my IRA account transferred to XXXXXXXX XXXX which have provided written authority to Ally on THEIR forms over year ago!!!!! Is your agency just paper shufflers????? Here is my last Complaint text : I have attempted to close my IRA accounts with Ally Bank for a year and half. filled out all their forms, faxed it, emailed it, even sent the forms to XXXXXXXX XXXX and XXXX who I want to transfer my IRA accounts to AND ALLY WILL NOT RESPOND TO XXXX  Since your dept is close to worthless and merely paper shufflers I am sending this complaint to you so you can snuggle it and NOT resolve the issues. In addition I requested that my IRA statements be sent to me as Ally will not allow me to view my statements on line. I requested my IRA statements be sent to me and my back statements for the last 2 years ( at not cost ) and Ally agreed to do it. I requested my statements on XXXX, XXXX and XXXX. I still have NO BANK statements of my IRA accounts. I need those statements so my attorney can file suit against Ally Bank. Based on your past no action I don't expect you will fine Ally Bank or resolve this but I want a Complaint on record.",Bank Accounts and Services
"XXXX I have sent numerous emails and made several phone calls to prevent the inaccurate reporting of this loan start date to both Dividend Finance and Ion Solar XXXX 
XX/XX/XXXX to XX/XX/XXXX, I had a worthless system as the electricians were unable to connect to my home. XXXX different electricians worked on this install all reporting incorrect plans and supplies which led to delays from XX/XX/XXXX to XX/XX/XXXX when the wiring was completed. The loan start date was set at XX/XX/XXXX instead of XX/XX/XXXX. 

XX/XX/XXXX I sent a check for the entire principle amount and interest from XX/XX/XXXX through XX/XX/XXXX. Check # XXXX for {$49000.00} full payoff of the loan was received and cashed by Dividend Finance on XX/XX/XXXX. 
XX/XX/XXXX Dividend made an unauthorized draft of {$53.00} ( the disputed interest ) from my checking account. ( I canceled all draft authority from the company when check # XXXX cleared on XX/XX/XXXX. ) XX/XX/XXXX XXXX  XXXX added an open loan to my credit causing my credit rating to decline again. 
XX/XX/XXXX I called XXXX  to request they stop calling me. Requested all communication be written. At that time the customer service rep told me the dispute I filed in XXXX had been escalated XX/XX/XXXX. I told her to make sure to note that I have been harassed since XXXX regarding this bill and if they didnt stop I intended to file a complaint with the Texas Attorney General. 
XXXX I have received system generated collection emails several times a week instructing me to pay the outstanding balance. I received a collection letter in the mail XX/XX/XXXX and again in XXXX demanding payment. 

XX/XX/XXXX I received notice that my credit rating dropped XXXX point overnight because XXXX XXXX report me as a delinquent. The loan was paid off XX/XX/XXXX. I have been disputing 5 days of interest charges since XX/XX/XXXX. In my call to them this morning it was confirmed that the dispute was not officially filed on their system. They have been harassing me since XX/XX/XXXX when an unauthorized debit was taken from my bank account for the unearned interest. 

I would like to officially register a complaint for this harassment and request my XXXX XXXX be restored to the excellent standing ( XXXX ) I have had for decades! No late payments on my record! The review of the loan has not been submitted to management according to XXXX at XXXX XXXX as of XX/XX/XXXX. I have spent dozens of hours on the phone to Dividend trying to resolve this and get no response. I don't know what else I can do as they singlehandedly destroy my XXXX XXXX over XXXX XXXX of disputed interest charges that they refuse to discuss with me. I have been put into the system generated collection process with NO ATTEMPT to answer my ongoing appeal.",Debt Collection
"On XX/XX/year> I received notice from Copper banking that they were closing all accounts. It stated I would receive my funds within 3-5 business days. That has not happened. On XX/XX/year>, I received notice that once again, within 3-5 business days, my funds would be deposited into a outside account, and that still has not happened.",Bank Accounts and Services
Accordance to USC 15 USC 1681a ( 2 ) I didnt give written permission to have accounts fraudulent inquiries and names addresses Im not familiar with please remove immediately.,Credit Reporting
"My current Mortgage lender ( Lakeview XXXX they operate under many different names ) is saying that I am missing a payment from XX/XX/year>2023 due to them mixing up another borrows account with my account. Allegedly, they applied another borrowers monies to my mortgage. Now, XXXX months later they are saying I am missing a payment for XX/XX/year>2023. 
I purchased my home on XX/XX/year>2023. I was told Id have XXXX  days to pay my first mortgage payment. On XX/XX/XXXX I received notification that I needed to pay my first payment to my original lender ( XXXX XXXX XXXX  ) so I did- I paid over the phone and can provide receipts.i didnt think it was a big deal that they were asking for it XXXX  days early, i just want to ensure i made a payment. That payment was not forwarded to Lakeview XXXX until XX/XX/XXXX. On XX/XX/XXXX I logged in to lakeview to make a payment but I had no past due balance. I called XXXX to verify and they also said I had no balance due. I resumed paying my mortgage on time every month after that XXXX through XXXX. XXXX admitted to mishandling my personal information but did not contact me about it EVER. It was not until XX/XX/XXXX that I received notice of a past due balance for XXXX because they rebalanced all my payments and allocated my funds to the other borrower. I have never been briefed on what the investigation resulted in or anything. Ive been completely in the XXXX. They allegedly opened an investigation on the missing payment on XX/XX/XXXX and it was completed on XXXX XXXX but again Ive never had this fully explained and they have not come with a solution. The send weird emails from XXXX with grammatical errors and it makes be feel that my information is unsafe. They use so many different names and numbers and I call you from. Lakeview, XXXX, Lakeview XXXX servicing, etc. they are very unprofessional and I am worried that my loan and personal information are being mismanaged and I am being taking advantage of as a consumer. They is not a company I want to be my loan provider. 
XXXX ID XXXX",Loans
Auto loan has been placed on my tranunion and its not my account Also a apartment,Credit Reporting
XXXX accounts open at m & t bank under my name without my consent. I called the banks customer service center and was told all XXXX accounts were closed.,Bank Accounts and Services
"On XX/XX/2024 I noticed charges from a company XXXX XXXX XXXX dating back to late XXXX and upon checking realized I did not have a relationship with this merchant, nor had I authorized any charges. I immediately froze my account, and called chase to begin the dispute process. After having to open 7 disputes ( because of the amount of transactions and their system not allowing all to be in one ) 6 of the disputes were closed in less than 24 hours before I could provide any evidence to support my claim. Later the last was closed as well, none in my favor. I called chase on 6 occasions speaking to 11 people. There was 0 consistency as to why the dispute was denied. Finally, after asking several times, I was connected to a domestic supervisor who was able to explain that because I didnt report them quicker ( even though you have 60 days and I was within this window ) that this was somehow my fault and thats why the disputes were denied. They didnt take into consideration a police report, email from the merchant confirming no account was affiliated with my email or name, and an email from Chase informing me that my information was part of a data breach. I was also informed at one point that Crypto purchases are not protected and at no point was this disclosed to me, nor is it in Chases deposit agreement.",Bank Accounts and Services
